target,target_neighborhood,target_list,basis,comp_address,comp_sold_price,comp_ppsf,comp_sqft
1813 N Fort Lauderdale Beach Boulevard,Birch Park Finger Estates,9495000,same street,1 N Fort Lauderdale Beach Boulevard Unit#2203,4700000,1226.0,3833
1813 N Fort Lauderdale Beach Boulevard,Birch Park Finger Estates,9495000,same street,505 N Fort Lauderdale Beach Blvd Unit#224,600000,218.0,2757
1813 N Fort Lauderdale Beach Boulevard,Birch Park Finger Estates,9495000,same street,525 N Fort Lauderdale Beach Blvd Unit#1501,5750000,2233.0,2575
1813 N Fort Lauderdale Beach Boulevard,Birch Park Finger Estates,9495000,same street,1 N Fort Lauderdale Beach Blvd Unit#1906,2400000,946.0,2536
300 Royal Plaza Dr,Stilwell Isles,9475000,same street,615 Royal Plaza Dr,7900000,1197.0,6600
300 Royal Plaza Dr,Stilwell Isles,9475000,same street,519 ROYAL PLAZA DR,5400000,903.0,5981
300 Royal Plaza Dr,Stilwell Isles,9475000,same street,700 Royal Plaza Dr,4000000,934.0,4282
300 Royal Plaza Dr,Stilwell Isles,9475000,same street,703 Royal Plaza Dr,5200000,1225.0,4245
300 Royal Plaza Dr,Stilwell Isles,9475000,same street,701 Royal Plaza Dr,4700000,1300.0,3616
2701 Aqua Vista Boulevard,Sea Isles,9250000,same street,2340 Aqua Vista Blvd,4615000,1235.0,3736
2701 Aqua Vista Boulevard,Sea Isles,9250000,same street,2506 Aqua Vista Blvd,5100000,1149.0,4438
2701 Aqua Vista Boulevard,Sea Isles,9250000,same street,2533 Aqua Vista Blvd,8200000,1759.0,4661
2701 Aqua Vista Boulevard,Sea Isles,9250000,same street,2430 Aqua Vista Blvd,5100000,834.0,6114
2701 Aqua Vista Boulevard,Sea Isles,9250000,same street,2519 Aqua Vista Blvd,19000000,2357.0,8060
440 Mola Ave,Venice,9200000,same street,423 Mola Ave,2650000,408.0,6500
440 Mola Ave,Venice,9200000,same street,400 Mola Ave,8633000,1430.0,6036
156 Fiesta Way,Nurmi Isles,8999000,same street,144 Fiesta Way,9250000,1492.0,6200
156 Fiesta Way,Nurmi Isles,8999000,same street,169 Fiesta Way,6500000,961.0,6765
156 Fiesta Way,Nurmi Isles,8999000,same street,30 Fiesta Way,5900000,1071.0,5510
156 Fiesta Way,Nurmi Isles,8999000,same street,56 Fiesta Way,4680000,901.0,5197
156 Fiesta Way,Nurmi Isles,8999000,same street,18 Fiesta Way,3055555,660.0,4632
2317 Delmar Place,Gould Isles,8995000,same street,2412 Delmar Place,7164446,1506.0,4758
2317 Delmar Place,Gould Isles,8995000,same street,2425 Delmar Place,5975000,1268.0,4714
2317 Delmar Place,Gould Isles,8995000,same street,2323 Delmar Pl,5275000,1220.0,4322
2317 Delmar Place,Gould Isles,8995000,same street,2626 Delmar Pl,27800000,2049.0,13567
1730 SE 13th Street,Lauderdale Harbors,8995000,same street,1524 SE 13th St,3650000,919.0,3970
1730 SE 13th Street,Lauderdale Harbors,8995000,same street,1748 SE 13th St,3575000,993.0,3599
1730 SE 13th Street,Lauderdale Harbors,8995000,same street,1519 SE 13th St,2953172,844.0,3500
1730 SE 13th Street,Lauderdale Harbors,8995000,same street,912 SE 13th St,1450000,554.0,2619
1730 SE 13th Street,Lauderdale Harbors,8995000,same street,618 SE 13th St,470000,285.0,1648
2561 Lucille Dr,Lucille Isles,8950000,same street,2519 Lucille Dr,9250000,2230.0,4148
2561 Lucille Dr,Lucille Isles,8950000,same street,2542 Lucille Drive,5700000,1745.0,3267
520 San Marco Drive,Coral Isles,8950000,same street,441 San Marco Dr,8100000,1423.0,5692
520 San Marco Drive,Coral Isles,8950000,same street,310 San Marco Dr,3950000,1086.0,3637
520 San Marco Drive,Coral Isles,8950000,same street,330 San Marco Dr,2950000,1562.0,1888
2200 Inlet Drive,Harbour Heights,8900000,same street,2400 Inlet Drive,5000000,1814.0,2756
2200 Inlet Drive,Harbour Heights,8900000,same street,2600 Inlet Dr,4995000,1022.0,4888
2200 Inlet Drive,Harbour Heights,8900000,same street,2608 Inlet Dr,2850000,1554.0,1834
1607 SE 14th Street,Lauderdale Harbors Section,8650000,same street,1637 SE 14th Street,6350000,1101.0,5765
1607 SE 14th Street,Lauderdale Harbors Section,8650000,same street,1631 SE 14th Street,3100000,1130.0,2744
1607 SE 14th Street,Lauderdale Harbors Section,8650000,same street,1618 SE 14th Street,2675000,1033.0,2590
1607 SE 14th Street,Lauderdale Harbors Section,8650000,same street,1742 SE 14th St,1700000,1012.0,1680
1607 SE 14th Street,Lauderdale Harbors Section,8650000,same street,314 SE 14th St,660000,497.0,1327
39 Pelican Drive,Pelican Isles,8399000,same street,31 Pelican Dr,9500000,1468.0,6473
39 Pelican Drive,Pelican Isles,8399000,same street,15 PELICAN DR,5350000,1117.0,4790
39 Pelican Drive,Pelican Isles,8399000,same street,34 Pelican Dr,4850000,1271.0,3817
39 Pelican Drive,Pelican Isles,8399000,same street,2 PELICAN DR,21500000,2105.0,10216
39 Pelican Drive,Pelican Isles,8399000,same street,26 Pelican Dr,3950000,1806.0,2187
801 Seabreeze Boulevard Unit#601,St Regis Residences,8375350,same street,1515 Seabreeze Blvd,2200000,654.0,3366
801 Seabreeze Boulevard Unit#601,St Regis Residences,8375350,same street,1237 Seabreeze Blvd,4400000,1358.0,3240
801 Seabreeze Boulevard Unit#601,St Regis Residences,8375350,same street,1217 Seabreeze Blvd,1862000,688.0,2706
801 Seabreeze Boulevard Unit#601,St Regis Residences,8375350,same street,1344 Seabreeze Blvd,1635000,628.0,2605
801 Seabreeze Boulevard Unit#601,St Regis Residences,8375350,same street,1530 Seabreeze Boulevard,1635000,776.0,2106
2863 NE 27th Street,Coral Ridge Galt,8300000,same street,2890 NE 27th Street,4000000,793.0,5046
2863 NE 27th Street,Coral Ridge Galt,8300000,same street,3509 NE 27th St,4625000,1113.0,4157
2863 NE 27th Street,Coral Ridge Galt,8300000,same street,422 NE 27th St,1200000,492.0,2440
2863 NE 27th Street,Coral Ridge Galt,8300000,same street,2808 NE 27th St,1650000,718.0,2298
2863 NE 27th Street,Coral Ridge Galt,8300000,same street,314 NE 27th St,1182000,590.0,2003
2200 N Ocean Blvd Unit#N605,Fort Lauderdale Beac Auberge Beach,8150000,same street,2150 N Ocean Blvd Unit#IV,4200000,1100.0,3817
2200 N Ocean Blvd Unit#N605,Fort Lauderdale Beac Auberge Beach,8150000,same street,2150 N Ocean Blvd Unit#IV,2975383,780.0,3817
2200 N Ocean Blvd Unit#N605,Fort Lauderdale Beac Auberge Beach,8150000,same street,2200 N Ocean Boulevard Unit#N1003,5055000,1408.0,3591
2200 N Ocean Blvd Unit#N605,Fort Lauderdale Beac Auberge Beach,8150000,same street,2200 N Ocean Blvd Unit#S1501,6495000,1856.0,3500
2200 N Ocean Blvd Unit#N605,Fort Lauderdale Beac Auberge Beach,8150000,same street,2200 N Ocean Blvd Unit#S501,5600000,1600.0,3500
709 Isle Of Palms Dr,Stilwell Isles,7999999,same street,630 Isle Of Palms Dr,10729500,1522.0,7050
709 Isle Of Palms Dr,Stilwell Isles,7999999,same street,508 Isle Of Palms Dr,6115000,928.0,6586
709 Isle Of Palms Dr,Stilwell Isles,7999999,same street,710 Isle Of Palms Drive,6495000,1167.0,5567
709 Isle Of Palms Dr,Stilwell Isles,7999999,same street,449 Isle Of Palms Dr,4050000,953.0,4251
2540 NE 22nd Terrace,North Bal Harbour,7775000,same street,2416 NE 22nd Terrace,1795000,537.0,3343
2540 NE 22nd Terrace,North Bal Harbour,7775000,same street,2416 NE 22nd Ter,1665000,498.0,3343
2540 NE 22nd Terrace,North Bal Harbour,7775000,same street,2108 NE 22nd Ter,3900000,1258.0,3100
2540 NE 22nd Terrace,North Bal Harbour,7775000,same street,2540 NE 22nd Ter,1550000,792.0,1956
2540 NE 22nd Terrace,North Bal Harbour,7775000,same street,2464 NE 22nd Terrace,1425000,917.0,1554
1605 SE 9th Street,Rio Vista,7775000,same street,1515 SE 9th St,4000000,1057.0,3786
1605 SE 9th Street,Rio Vista,7775000,same street,1013 SE 9th St,2999000,749.0,4002
1605 SE 9th Street,Rio Vista,7775000,same street,1401 SE 9th Street,3795000,1295.0,2930
1605 SE 9th Street,Rio Vista,7775000,same street,930 SE 9th St,3000000,712.0,4213
1605 SE 9th Street,Rio Vista,7775000,same street,805 SE 9th St,1300000,619.0,2100
91 Fiesta Way,Nurmi Isles,7450000,same street,144 Fiesta Way,9250000,1492.0,6200
91 Fiesta Way,Nurmi Isles,7450000,same street,169 Fiesta Way,6500000,961.0,6765
91 Fiesta Way,Nurmi Isles,7450000,same street,30 Fiesta Way,5900000,1071.0,5510
91 Fiesta Way,Nurmi Isles,7450000,same street,56 Fiesta Way,4680000,901.0,5197
91 Fiesta Way,Nurmi Isles,7450000,same street,18 Fiesta Way,3055555,660.0,4632
2870 NE 24th Place,Coral Ridge Galt,7250000,same street,2864 NE 24th Pl,3225000,1149.0,2806
2870 NE 24th Place,Coral Ridge Galt,7250000,same street,2823 NE 24th Pl,2275000,811.0,2804
1319 Seminole Dr,Beach Way Heights,7200000,same street,1336 Seminole Drive,9200000,1341.0,6861
1319 Seminole Dr,Beach Way Heights,7200000,same street,1328 Seminole Dr,6700000,987.0,6788
1319 Seminole Dr,Beach Way Heights,7200000,same street,1335 Seminole Dr,5633000,850.0,6627
1319 Seminole Dr,Beach Way Heights,7200000,same street,1110 Seminole Dr Unit#502,1660000,282.0,5890
1319 Seminole Dr,Beach Way Heights,7200000,same street,1239 Seminole Dr,3500000,1006.0,3479
2718 NE 17th Street,Coral Ridge,7100000,same street,2726 NE 17th St,5350000,1032.0,5184
2718 NE 17th Street,Coral Ridge,7100000,same street,2763 NE 17th St,6900000,1302.0,5298
2718 NE 17th Street,Coral Ridge,7100000,same street,3320 NE 17th St,4150000,1038.0,4000
2718 NE 17th Street,Coral Ridge,7100000,same street,2727 NE 17th Street,3500000,1126.0,3109
2718 NE 17th Street,Coral Ridge,7100000,same street,1713 NE 17th St,800000,370.0,2161
1500 SE 14th Street,Lauderdale Harbors,6999999,same street,1637 SE 14th Street,6350000,1101.0,5765
1500 SE 14th Street,Lauderdale Harbors,6999999,same street,1631 SE 14th Street,3100000,1130.0,2744
1500 SE 14th Street,Lauderdale Harbors,6999999,same street,1618 SE 14th Street,2675000,1033.0,2590
1500 SE 14th Street,Lauderdale Harbors,6999999,same street,1742 SE 14th St,1700000,1012.0,1680
1500 SE 14th Street,Lauderdale Harbors,6999999,same street,314 SE 14th St,660000,497.0,1327
1 N Fort Lauderdale Beach Boulevard Unit#Lp 2302,Ritz Carlton,6995000,same street,1525 N Fort Lauderdale Beach Boulevard,5050000,1282.0,3938
1 N Fort Lauderdale Beach Boulevard Unit#Lp 2302,Ritz Carlton,6995000,same street,1 N Fort Lauderdale Beach Boulevard Unit#2203,4700000,1226.0,3833
1 N Fort Lauderdale Beach Boulevard Unit#Lp 2302,Ritz Carlton,6995000,same street,505 N Fort Lauderdale Beach Blvd Unit#224,600000,218.0,2757
1 N Fort Lauderdale Beach Boulevard Unit#Lp 2302,Ritz Carlton,6995000,same street,525 N Fort Lauderdale Beach Blvd Unit#1501,5750000,2233.0,2575
1 N Fort Lauderdale Beach Boulevard Unit#Lp 2302,Ritz Carlton,6995000,same street,1 N Fort Lauderdale Beach Blvd Unit#1906,2400000,946.0,2536
7 Pelican Drive,Pelican Isles,6900000,same street,31 Pelican Dr,9500000,1468.0,6473
7 Pelican Drive,Pelican Isles,6900000,same street,15 PELICAN DR,5350000,1117.0,4790
7 Pelican Drive,Pelican Isles,6900000,same street,34 Pelican Dr,4850000,1271.0,3817
7 Pelican Drive,Pelican Isles,6900000,same street,2 PELICAN DR,21500000,2105.0,10216
7 Pelican Drive,Pelican Isles,6900000,same street,26 Pelican Dr,3950000,1806.0,2187
620 Solar Isle Dr,Riviera Isles,6900000,same street,603 Solar Isle Drive,5400000,1254.0,4307
620 Solar Isle Dr,Riviera Isles,6900000,same street,808 Solar Isle Dr,3199999,926.0,3454
620 Solar Isle Dr,Riviera Isles,6900000,same street,708 Solar Isle Dr,3625000,1662.0,2181
620 Solar Isle Dr,Riviera Isles,6900000,same street,821 Solar Isle Dr,14400000,1611.0,8936
511 San Marco Dr,Coral Isles,6900000,same street,441 San Marco Dr,8100000,1423.0,5692
511 San Marco Dr,Coral Isles,6900000,same street,310 San Marco Dr,3950000,1086.0,3637
511 San Marco Dr,Coral Isles,6900000,same street,330 San Marco Dr,2950000,1562.0,1888
540 Lido Dr,Coral Isles,6895000,same street,530 Lido Dr,4820000,647.0,7450
540 Lido Dr,Coral Isles,6895000,same street,515 Lido Dr,4400000,1378.0,3193
540 Lido Dr,Coral Isles,6895000,same street,321 Lido Dr,3170000,1247.0,2543
525 N Fort Lauderdale Beach Boulevard Unit#1801,Four Seasons,6750000,same street,525 N Fort Lauderdale Beach Blvd Unit#1501,5750000,2233.0,2575
525 N Fort Lauderdale Beach Boulevard Unit#1801,Four Seasons,6750000,same street,1 N Fort Lauderdale Beach Blvd Unit#1906,2400000,946.0,2536
525 N Fort Lauderdale Beach Boulevard Unit#1801,Four Seasons,6750000,same street,505 N Fort Lauderdale Beach Blvd Unit#224,600000,218.0,2757
525 N Fort Lauderdale Beach Boulevard Unit#1801,Four Seasons,6750000,same street,701 N Fort Lauderdale Beach Boulevard Unit#1606,3152500,1303.0,2420
525 N Fort Lauderdale Beach Boulevard Unit#1801,Four Seasons,6750000,same street,701 N Fort Lauderdale Beach Blvd Unit#1706,2950000,1219.0,2420
163 Nurmi Drive,Nurmi Isles,6600000,same street,10 Nurmi Drive,4500000,906.0,4966
163 Nurmi Drive,Nurmi Isles,6600000,same street,18 Nurmi Dr,5325000,1509.0,3529
163 Nurmi Drive,Nurmi Isles,6600000,same street,130 Nurmi Dr,8500000,1216.0,6992
163 Nurmi Drive,Nurmi Isles,6600000,same street,41 Nurmi Dr,12200000,1730.0,7050
2035 Intracoastal Drive,Coral Ridge,6500000,same street,520 Intracoastal Drive,9250000,1654.0,5594
2035 Intracoastal Drive,Coral Ridge,6500000,same street,2222 Intracoastal Dr,5500000,1014.0,5422
2035 Intracoastal Drive,Coral Ridge,6500000,same street,2110 Intracoastal Dr,4654917,948.0,4908
2035 Intracoastal Drive,Coral Ridge,6500000,same street,2210 Intracoastal Dr,5400000,1194.0,4524
2035 Intracoastal Drive,Coral Ridge,6500000,same street,920 Intracoastal Drive Unit#Ph1,5400000,1257.0,4295
2627 NE 14th Street,Coral Ridge,6499500,same street,2506 NE 14th St,5000000,983.0,5088
2627 NE 14th Street,Coral Ridge,6499500,same street,2719 NE 14th St,4800000,1102.0,4356
2627 NE 14th Street,Coral Ridge,6499500,same street,2615 NE 14th Street,4200000,967.0,4344
2627 NE 14th Street,Coral Ridge,6499500,same street,2750 NE 14th St,1450000,425.0,3415
2627 NE 14th Street,Coral Ridge,6499500,same street,2727 NE 14th St Unit#3,1885000,618.0,3051
500 Hendricks Isle Unit#PH,Lumiere,6499500,same street,205 Hendricks Isle,3600000,454.0,7922
500 Hendricks Isle Unit#PH,Lumiere,6499500,same street,11 Hendricks Isle Unit#11,2800000,787.0,3559
500 Hendricks Isle Unit#PH,Lumiere,6499500,same street,516 Hendricks Isle Unit#4A,1675000,516.0,3246
500 Hendricks Isle Unit#PH,Lumiere,6499500,same street,423 Hendricks Isle,2450000,790.0,3102
500 Hendricks Isle Unit#PH,Lumiere,6499500,same street,421 Hendricks Isle,2517000,811.0,3102
704 Isle Of Palms Drive,Stilwell Isles Pa,6495000,same street,508 Isle Of Palms Dr,6115000,928.0,6586
704 Isle Of Palms Drive,Stilwell Isles Pa,6495000,same street,710 Isle Of Palms Drive,6495000,1167.0,5567
704 Isle Of Palms Drive,Stilwell Isles Pa,6495000,same street,630 Isle Of Palms Dr,10729500,1522.0,7050
704 Isle Of Palms Drive,Stilwell Isles Pa,6495000,same street,449 Isle Of Palms Dr,4050000,953.0,4251
424 Coconut Isle Drive,Venice,6495000,same street,324 Coconut Isle Dr,6200000,1122.0,5526
424 Coconut Isle Drive,Venice,6495000,same street,500 Coconut Isle Dr,3900000,836.0,4665
424 Coconut Isle Drive,Venice,6495000,same street,432 Coconut Isle Drive,6800000,1125.0,6046
424 Coconut Isle Drive,Venice,6495000,same street,337 Coconut Isle Dr,4800000,1064.0,4511
424 Coconut Isle Drive,Venice,6495000,same street,509 Coconut Isle Drive,5450000,1244.0,4380
2200 N Ocean Blvd Unit#S1701,Auberge Residence And Spa,6399000,same street,2200 N Ocean Blvd Unit#S1501,6495000,1856.0,3500
2200 N Ocean Blvd Unit#S1701,Auberge Residence And Spa,6399000,same street,2200 N Ocean Blvd Unit#S501,5600000,1600.0,3500
2200 N Ocean Blvd Unit#S1701,Auberge Residence And Spa,6399000,same street,2200 N Ocean Boulevard Unit#S1801,4250000,1214.0,3500
2200 N Ocean Blvd Unit#S1701,Auberge Residence And Spa,6399000,same street,2200 N Ocean Boulevard Unit#S1804,4460000,1274.0,3500
2200 N Ocean Blvd Unit#S1701,Auberge Residence And Spa,6399000,same street,2200 N Ocean Boulevard Unit#N1003,5055000,1408.0,3591
2740 NE 17th Street,Coral Ridge,6300000,same street,2763 NE 17th St,6900000,1302.0,5298
2740 NE 17th Street,Coral Ridge,6300000,same street,2726 NE 17th St,5350000,1032.0,5184
2740 NE 17th Street,Coral Ridge,6300000,same street,3320 NE 17th St,4150000,1038.0,4000
2740 NE 17th Street,Coral Ridge,6300000,same street,2727 NE 17th Street,3500000,1126.0,3109
2740 NE 17th Street,Coral Ridge,6300000,same street,1713 NE 17th St,800000,370.0,2161
2601 Delmar Pl,Gould Isles,6250000,same street,2412 Delmar Place,7164446,1506.0,4758
2601 Delmar Pl,Gould Isles,6250000,same street,2425 Delmar Place,5975000,1268.0,4714
2601 Delmar Pl,Gould Isles,6250000,same street,2323 Delmar Pl,5275000,1220.0,4322
2601 Delmar Pl,Gould Isles,6250000,same street,2626 Delmar Pl,27800000,2049.0,13567
1212 E Lake Drive,Harbor Beach,6150000,same street,1600 E Lake Dr,3980000,665.0,5982
1212 E Lake Drive,Harbor Beach,6150000,same street,1626 E Lake Drive,7135000,1286.0,5550
1212 E Lake Drive,Harbor Beach,6150000,same street,1206 E Lake Dr,3225000,921.0,3500
1212 E Lake Drive,Harbor Beach,6150000,same street,1206 E Lake Dr,3437500,987.0,3483
2401 N Atlantic Boulevard,Lauderdale Beach,5995000,same street,2504 N Atlantic Blvd,6000000,1972.0,3042
2401 N Atlantic Boulevard,Lauderdale Beach,5995000,same street,2920 N Atlantic Blvd,6500000,2364.0,2750
2000 Harbourview Drive,Harbour Heights,5995000,same street,2024 Harbourview Drive,2995000,648.0,4621
2000 Harbourview Drive,Harbour Heights,5995000,same street,1925 Harbourview Dr,4300000,999.0,4306
2000 Harbourview Drive,Harbour Heights,5995000,same street,1957 Harbourview Drive,10700000,1657.0,6456
2000 Harbourview Drive,Harbour Heights,5995000,same street,1950 Harbourview Dr,1300000,709.0,1833
168 Fiesta Way,Nurmi Isles,5990000,same street,18 Fiesta Way,3055555,660.0,4632
168 Fiesta Way,Nurmi Isles,5990000,same street,9 Fiesta Way,4247500,988.0,4297
168 Fiesta Way,Nurmi Isles,5990000,same street,56 Fiesta Way,4680000,901.0,5197
168 Fiesta Way,Nurmi Isles,5990000,same street,103 Fiesta Way,2993900,764.0,3919
168 Fiesta Way,Nurmi Isles,5990000,same street,30 Fiesta Way,5900000,1071.0,5510
1304 SW 9th Street,Riverside Amen,5950000,same street,1416 SW 9th St,2010000,621.0,3235
1304 SW 9th Street,Riverside Amen,5950000,same street,303 SW 9th Street,1200000,418.0,2872
1304 SW 9th Street,Riverside Amen,5950000,same street,808 SW 9th St Unit#808-A,980000,368.0,2662
1304 SW 9th Street,Riverside Amen,5950000,same street,517 SW 9th Street Unit#A,960000,366.0,2625
1304 SW 9th Street,Riverside Amen,5950000,same street,306 SW 9th St,965000,380.0,2538
534 HENDRICKS ISLE Unit#PH,View Pointe,5890000,same street,516 Hendricks Isle Unit#4A,1675000,516.0,3246
534 HENDRICKS ISLE Unit#PH,View Pointe,5890000,same street,11 Hendricks Isle Unit#11,2800000,787.0,3559
534 HENDRICKS ISLE Unit#PH,View Pointe,5890000,same street,423 Hendricks Isle,2450000,790.0,3102
534 HENDRICKS ISLE Unit#PH,View Pointe,5890000,same street,421 Hendricks Isle,2517000,811.0,3102
534 HENDRICKS ISLE Unit#PH,View Pointe,5890000,same street,301 Hendricks Isle Unit#2,1750000,571.0,3064
310 SE 11th Ave,Himmarshee Park,5890000,same street,116 SE 11th Avenue Unit#116,2050000,597.0,3431
310 SE 11th Ave,Himmarshee Park,5890000,same street,118 SE 11th Ave Unit#118,2255000,657.0,3430
310 SE 11th Ave,Himmarshee Park,5890000,same street,15 SE 11th Avenue,1879000,603.0,3114
310 SE 11th Ave,Himmarshee Park,5890000,same street,5 SE 11th Ave Unit#5,1874950,644.0,2910
310 SE 11th Ave,Himmarshee Park,5890000,same street,18 SE 11th Avenue Unit#1,1700000,616.0,2758
333 Las Olas Way Unit#4206,Las Olas,5800000,same street,333 Las Olas Way Unit#1610,1725000,497.0,3470
333 Las Olas Way Unit#4206,Las Olas,5800000,same street,333 Las Olas Way Unit#2910,1900000,587.0,3239
333 Las Olas Way Unit#4206,Las Olas,5800000,same street,333 Las Olas Way Unit#3906,2075000,651.0,3189
333 Las Olas Way Unit#4206,Las Olas,5800000,same street,333 Las Olas Way Unit#3803,2075000,651.0,3189
333 Las Olas Way Unit#4206,Las Olas,5800000,same street,333 Las Olas Way Unit#2907,2650000,972.0,2726
3318 NE 16th Pl,Las Olas,5800000,same street,3322 NE 16th Pl,4000000,942.0,4245
3318 NE 16th Pl,Las Olas,5800000,same street,1109 NE 16th Pl,636500,269.0,2367
3318 NE 16th Pl,Las Olas,5800000,same street,40 NE 16th Place,1700000,754.0,2254
